song_id,song_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence
14224,1Take (Naija to London),64,283898,0.337,0.7709999999999999,0.705,0.0,8,0.123,-6.034,0,0.192,103.959,4,0.46
9598,The Rains,13,211794,0.648,0.6890000000000001,0.399,0.0167,6,0.0704,-10.906,1,0.028,117.027,4,0.4320000000000001
12315,"Right Here, Right Now - CamelPhat Radio Edit",62,209792,0.0192,0.609,0.946,0.604,7,0.561,-5.101,1,0.069,123.002,4,0.0872
4787,Recovery,57,234904,0.274,0.518,0.545,2.31e-05,10,0.183,-7.893,1,0.0385,75.06,4,0.162
4993,Mule Train,25,183893,0.281,0.6970000000000001,0.182,0.00693,9,0.13,-15.723,0,0.0603,127.882,4,0.308
5703,Los Caminos De La Vida,62,291133,0.377,0.623,0.696,0.0,2,0.126,-6.144,0,0.0313,151.389,4,0.935
9218,You Never Knew,59,273573,0.385,0.73,0.8370000000000001,0.0,6,0.321,-5.359,0,0.281,92.127,4,0.867
12180,Out Of My Mind (feat. Nicki Minaj),35,222960,0.434,0.482,0.721,0.0,10,0.0913,-5.899,0,0.308,132.108,4,0.775
786,Wake Me Up Before You Go-Go - Remastered,62,232280,0.0986,0.607,0.795,0.0,0,0.059,-5.1370000000000005,1,0.0496,81.298,4,0.815
9253,Double Dutch Bus,33,255800,0.172,0.924,0.6659999999999999,0.0066,3,0.159,-6.992000000000001,1,0.119,119.109,4,0.831
16145,L.A.LOVE (la la),0,192653,0.0183,0.478,0.386,0.0,4,0.264,-7.999,0,0.0893,201.753,4,0.268
17403,REMEDY,90,190295,0.269,0.601,0.775,0.0,0,0.0883,-4.612,1,0.0473,119.964,4,0.483
4332,Starboy,85,230453,0.141,0.6779999999999999,0.588,6.35e-06,7,0.13699999999999998,-7.015,1,0.276,186.005,4,0.486
18386,Wild Horses - Sam Feldt Remix,64,177023,0.0808,0.504,0.7290000000000001,0.0,8,0.0948,-5.624,1,0.103,109.71,4,0.535
18599,Coffee,46,269693,0.348,0.457,0.455,0.00122,0,0.142,-8.112,1,0.188,100.049,4,0.163
5916,Tasogare,55,184622,0.948,0.254,0.0829,0.907,8,0.0721,-23.6,0,0.0344,104.721,4,0.0572
2077,Good Vibrations - Remastered,67,217746,0.387,0.403,0.495,8.03e-06,10,0.147,-6.888,0,0.0312,132.91,4,0.38
8866,Hangin' On,76,185440,0.0651,0.434,0.831,0.0,8,0.119,-4.774,1,0.0453,156.034,4,0.596
4604,Fusée Ariane,61,214640,0.333,0.7190000000000001,0.687,0.000208,0,0.106,-6.897,0,0.0829,96.039,4,0.429
3246,Fever To The Form,66,251184,0.789,0.343,0.539,0.157,0,0.108,-9.72,0,0.0297,142.065,4,0.228
4073,Win or Lose,48,147702,0.233,0.899,0.619,8.18e-06,8,0.104,-6.231,1,0.253,143.016,4,0.38
5519,Ready to Run,55,231293,0.245,0.644,0.644,0.0008300000000000001,7,0.27,-7.542000000000002,1,0.0305,98.746,4,0.293
15810,Shotgun,93,201287,0.28600000000000003,0.672,0.735,0.0,5,0.242,-4.7330000000000005,1,0.0457,115.741,4,0.754
8322,Keep Your Head Up,69,264546,0.439,0.508,0.596,9.84e-06,4,0.111,-9.034,0,0.0334,79.36,4,0.4
2463,Novacane,23,302346,0.0542,0.763,0.516,0.0006889999999999999,3,0.162,-9.267,1,0.115,93.5,4,0.363
14568,Yo Viviré - I Will Survive,41,271226,0.34,0.519,0.8170000000000001,0.0,2,0.107,-3.834,0,0.0537,119.187,4,0.556
1094,All Star,41,200373,0.0395,0.731,0.867,0.0,11,0.0861,-5.881,1,0.032,104.019,4,0.7759999999999999
9020,Trip,87,217118,0.214,0.7170000000000001,0.605,0.0,11,0.138,-5.68,0,0.075,81.047,4,0.387
12269,Wrong Move,71,211092,0.161,0.722,0.705,1.63e-06,5,0.113,-5.8210000000000015,0,0.0505,124.016,4,0.5329999999999999
15061,Man On Fire,41,232773,0.0182,0.8690000000000001,0.7759999999999999,2.18e-05,7,0.14400000000000002,-4.488,1,0.119,119.985,4,0.7829999999999999
6116,"Sexy Dance - Moon, DJ Fabio Remix",32,466753,0.007909999999999999,0.78,0.52,0.861,9,0.101,-8.149,0,0.119,137.005,4,0.321
1970,Ain't That A Shame,57,152200,0.767,0.486,0.501,7.6e-05,4,0.0679,-8.57,1,0.0326,122.894,4,0.942
8769,New Hunnids (feat. Yung Bans & Gunna),58,223064,0.0275,0.792,0.7040000000000001,2.6e-05,2,0.116,-5.6370000000000005,1,0.179,154.938,4,0.38
7180,brighter days,66,236718,0.4,0.603,0.5329999999999999,0.0,0,0.124,-6.742000000000001,1,0.0832,128.037,4,0.282
406,Boulder To Birmingham - Remastered,48,213026,0.78,0.476,0.318,2e-06,10,0.104,-10.953,1,0.0304,126.495,4,0.311
9594,Nothing Arrived - Live from Spotify London,9,219093,0.929,0.5720000000000001,0.426,0.00184,7,0.6759999999999999,-11.633,1,0.0394,102.694,4,0.43
4044,"Made It (feat. Yhung T.O., Lul G & DaBoii)",58,255757,0.0626,0.727,0.7,0.0,0,0.1,-7.557,0,0.11,100.019,4,0.6629999999999999
3886,Sombras nada mas,41,160720,0.425,0.598,0.4920000000000001,0.0,7,0.327,-8.027000000000001,1,0.0339,113.514,4,0.846
2576,Red Eyes,66,298920,0.008709999999999999,0.464,0.815,0.201,10,0.162,-6.371,1,0.0368,161.845,4,0.467
5348,Old Hippie,46,247040,0.038,0.691,0.4970000000000001,5.94e-06,11,0.0859,-13.248,1,0.0473,103.893,4,0.701
8550,Happy Together,74,176293,0.55,0.584,0.3670000000000001,1.3800000000000003e-05,6,0.0818,-9.638,0,0.0328,120.175,4,0.588
16734,Best Wishes,42,181253,0.88,0.413,0.251,0.156,8,0.122,-16.919,1,0.0711,187.105,3,0.339
12812,Head Tap (feat. Tee Grizzley),47,189295,0.249,0.805,0.748,0.0,8,0.204,-5.76,1,0.335,142.1,4,0.532
1126,Lump,70,134200,0.00468,0.499,0.873,0.0,6,0.165,-3.902,1,0.0386,142.726,4,0.8640000000000001
15898,Drive,76,232453,0.0562,0.645,0.792,0.0121,4,0.119,-7.34,0,0.036000000000000004,90.565,4,0.6659999999999999
1749,KANA,62,207378,0.345,0.853,0.8220000000000001,0.000114,10,0.13,-5.917000000000002,0,0.212,102.82,4,0.62
17902,This Feeling,92,199226,0.0558,0.575,0.5710000000000001,0.0,1,0.0912,-7.9060000000000015,1,0.0439,105.049,4,0.449
12772,Who Want Problems,54,165407,0.188,0.6559999999999999,0.695,0.000102,1,0.13699999999999998,-7.199,1,0.32299999999999995,89.96700000000001,4,0.514
1574,Home,76,303200,0.292,0.542,0.589,0.000522,2,0.177,-6.622999999999998,1,0.0318,111.665,4,0.13699999999999998
18613,YOU,4,231813,0.841,0.385,0.413,0.000968,8,0.128,-11.058,1,0.0696,143.225,4,0.153
15525,Playinwitme (Remix) [feat. Logic and Kehlani],64,217545,0.32299999999999995,0.6829999999999999,0.593,0.0,4,0.161,-5.796,1,0.191,156.941,4,0.672
14021,I Only Wanna Be With You,4,164093,6.82e-06,0.429,0.991,0.007140000000000001,2,0.0444,-4.816,1,0.0902,137.996,4,0.583
1433,What Do You Mean / Where Are Ü Now (Acoustic Mashup) [feat. Kaya May],59,216585,0.732,0.589,0.271,0.0,8,0.0902,-10.835,1,0.0341,122.946,4,0.382
850,Juicy - 2016 Remastered,47,302546,0.487,0.858,0.8959999999999999,0.0,9,0.235,-2.344,1,0.26,96.0,4,0.7829999999999999
12660,Vibrate,32,196414,0.0593,0.248,0.674,0.0,1,0.0678,-2.765,1,0.0719,68.661,5,0.207
8043,London,51,205000,0.156,0.715,0.76,1.7800000000000002e-05,5,0.625,-5.757999999999999,1,0.172,139.965,4,0.405
7160,Might Not Like Me,65,196319,0.284,0.88,0.675,0.0,4,0.103,-5.035,1,0.0359,114.022,4,0.561
7002,Go All Night,2,200360,0.005229999999999999,0.733,0.637,0.000122,2,0.183,-8.056000000000001,1,0.0405,121.024,4,0.516
16857,Bounce Back,80,222360,0.105,0.77,0.5670000000000001,0.0,2,0.125,-5.698,1,0.175,81.477,4,0.26
12640,Easily,69,210240,0.491,0.772,0.256,0.00612,7,0.14400000000000002,-8.545,0,0.0481,118.902,3,0.35700000000000004
15633,Magenta Riddim,76,194490,0.00041,0.604,0.897,0.838,10,0.327,-3.678,0,0.0641,102.053,4,0.588
17050,By Mistake,66,179906,0.0767,0.825,0.653,8.74e-06,10,0.1,-6.216,0,0.102,143.933,4,0.23
2809,Love Her Madly,66,198466,0.0573,0.564,0.5870000000000001,0.00485,4,0.0416,-7.393,0,0.0316,147.46200000000005,4,0.966
4688,Mi Gente,40,189029,0.0178,0.5479999999999999,0.701,1.34e-05,11,0.134,-4.862,0,0.0914,104.237,4,0.309
13684,Let You Love Me,90,190000,0.28800000000000003,0.531,0.8540000000000001,0.0,10,0.0773,-3.149,1,0.198,94.419,4,0.456
4125,Run For Yo Life,59,160000,0.0685,0.799,0.7390000000000001,0.0,1,0.257,-3.063,0,0.0392,96.02,4,0.413
1539,This Town,69,232600,0.711,0.69,0.407,0.0,9,0.126,-7.739,1,0.0297,111.916,4,0.181
10671,Small Bump,71,259413,0.6890000000000001,0.81,0.436,0.000151,10,0.11,-12.683,1,0.0717,119.973,4,0.446
11832,No Rest,83,135535,0.0186,0.655,0.498,4.47e-06,9,0.139,-13.147,1,0.0479,162.861,4,0.508
11666,Tim,65,226875,0.00909,0.25,0.909,0.848,4,0.136,-5.407,1,0.0414,128.025,4,0.322
8459,Rose Red Violent Blue (This Song Is Dumb & So Am I),55,296400,0.00413,0.458,0.988,0.0,1,0.295,-4.687,0,0.123,161.952,4,0.29600000000000004
10844,Bad At Love,81,181279,0.0604,0.675,0.7509999999999999,0.0,0,0.0893,-3.539,1,0.0296,118.384,4,0.612
14432,Algo Musical,59,209452,0.0648,0.883,0.626,4.24e-06,1,0.0594,-7.541,1,0.0853,107.023,4,0.565
11809,"Bands (feat. Ohgeesy, Fenix Flexin & Master Kato)",75,174335,0.371,0.9,0.385,0.0,1,0.142,-12.189,0,0.435,99.964,4,0.488
11853,Bacc To The Basics,63,209881,0.413,0.835,0.747,0.0,8,0.226,-5.252999999999999,0,0.122,101.022,4,0.672
18363,Good Life (with G-Eazy & Kehlani),67,225525,0.00464,0.565,0.7709999999999999,0.0,1,0.0568,-5.22,1,0.213,168.385,4,0.573
17246,Get Ur Freak On,73,211120,0.5329999999999999,0.797,0.75,0.108,0,0.095,-9.369,1,0.247,177.87,4,0.74
14316,SaintLaurentYSL (feat. Lil Baby),0,168438,0.5660000000000001,0.892,0.301,0.0,10,0.172,-11.21,1,0.74,127.964,4,0.305
5841,At The Hop,44,156266,0.268,0.605,0.8109999999999999,3.4899999999999995e-05,7,0.215,-7.305,1,0.0279,92.618,4,0.96
18126,Legend,28,226612,0.644,0.792,0.6779999999999999,0.0325,6,0.125,-8.245,0,0.0636,102.988,4,0.963
2623,Step,66,251626,0.591,0.624,0.7240000000000001,7.79e-06,10,0.101,-7.113,1,0.101,78.008,4,0.624
17328,Let's Get Loud,70,239400,0.135,0.82,0.937,0.000128,5,0.35,-4.81,0,0.0551,130.993,4,0.906
18212,I Love You - Chace Remix,18,173182,0.062,0.7959999999999999,0.627,1.58e-06,0,0.0934,-5.928,1,0.246,114.989,4,0.555
16483,U Said,76,224053,0.0434,0.265,0.8270000000000001,0.0,7,0.117,-4.6610000000000005,1,0.104,82.03200000000002,4,0.131
17546,Codeine Dreams,31,197381,0.00148,0.5589999999999999,0.725,0.92,1,0.0594,-7.664,1,0.0288,139.989,4,0.101
8250,One Fine Day,60,128199,0.488,0.251,0.868,7.34e-06,1,0.8140000000000001,-2.685,1,0.128,177.13,4,0.599
12022,You're The One,53,266960,0.0148,0.5589999999999999,0.8029999999999999,0.00228,2,0.259,-5.727,1,0.0375,151.995,4,0.649
13564,Worship,63,187838,0.358,0.8420000000000001,0.6659999999999999,1.45e-06,3,0.126,-2.662,0,0.0653,123.957,4,0.799
507,Life's Been Good,69,536226,0.25,0.505,0.476,0.00915,2,0.113,-12.897,1,0.0711,99.31,4,0.542
2381,I Wish,59,249293,0.00137,0.669,0.809,0.0,7,0.38,-7.146,1,0.147,97.885,4,0.5720000000000001
12498,One Kiss (with Dua Lipa),93,214846,0.037000000000000005,0.7909999999999999,0.862,2.19e-05,9,0.0814,-3.24,0,0.11,123.994,4,0.5920000000000001
18676,Changing,49,205251,0.0266,0.715,0.569,0.00178,8,0.119,-6.745,1,0.0437,104.977,4,0.45
1876,TiK ToK,69,199733,0.0608,0.745,0.667,0.0,2,0.28300000000000003,-6.7810000000000015,0,0.121,120.046,4,0.633
8286,Silver Lining,68,199827,0.000921,0.486,0.638,0.0,0,0.078,-6.231,1,0.0323,144.458,4,0.17800000000000002
1700,Monini,37,319920,0.00176,0.809,0.573,0.329,2,0.0628,-6.939,0,0.0594,123.961,4,0.71
18006,Teenagers,76,161920,0.0506,0.463,0.857,0.0,4,0.184,-3.063,1,0.0632,111.647,4,0.856
17326,Hit the Road Jack,13,120173,0.7140000000000001,0.599,0.7040000000000001,0.0,8,0.521,-8.566,0,0.243,173.043,4,0.95
9481,Back Seat,22,185400,0.0317,0.7829999999999999,0.67,0.00493,10,0.108,-6.25,1,0.0377,130.002,4,0.944
8261,Mountain To Move,61,236280,0.431,0.662,0.947,0.006999999999999999,7,0.0974,-6.409,1,0.0517,110.006,4,0.31
10316,Me Dediqué a Perderte,13,232893,0.487,0.647,0.451,2.45e-06,8,0.105,-9.075,1,0.0748,147.847,4,0.48
17957,Pumped Up,61,177073,0.00719,0.732,0.7340000000000001,1.49e-05,0,0.34,-6.422999999999999,1,0.107,123.033,4,0.643
1336,Nada Personal,6,187653,0.843,0.487,0.408,0.0,8,0.105,-9.655,1,0.0436,78.82600000000002,4,0.35100000000000003
2580,VCR,62,177093,0.902,0.762,0.481,0.83,0,0.1,-12.744000000000002,1,0.0299,109.351,4,0.467
8936,Motion,25,235920,0.0982,0.5539999999999999,0.61,0.0812,0,0.561,-7.229,1,0.0804,80.94800000000002,4,0.4970000000000001
415,London Calling - Remastered,71,200480,0.123,0.6509999999999999,0.8009999999999999,0.0,0,0.0825,-7.34,1,0.0513,133.763,4,0.7759999999999999
5706,Estupido (feat. Janeth Guadalupe),59,299284,0.242,0.594,0.68,2.42e-06,7,0.117,-4.851,1,0.0341,206.085,4,0.888
1535,California Numb - Acoustic,52,201839,0.889,0.73,0.28600000000000003,0.000122,10,0.173,-8.277000000000001,0,0.0545,83.98,4,0.446
12207,Ante Up (Robbin Hoodz Theory),53,231688,0.006690000000000001,0.648,0.892,6.64e-05,1,0.882,-4.463,1,0.184,94.084,4,0.8640000000000001
13714,Pretty Girl - Cheat Codes X CADE Remix,77,193613,0.15,0.703,0.868,0.132,7,0.104,-4.6610000000000005,0,0.0291,121.03,4,0.733
16922,Moln,41,245411,0.504,0.211,0.3720000000000001,0.00446,7,0.113,-12.918,1,0.0417,167.574,4,0.159
15590,Live for the Night - Dash Berlin Remix,38,319653,0.0157,0.648,0.828,4.85e-05,6,0.149,-2.0,1,0.0875,127.958,4,0.117
14517,Bilingual,35,204250,0.0682,0.879,0.866,0.0777,11,0.0825,-5.4929999999999986,1,0.0908,128.017,4,0.679
17830,Ibiza,87,200746,0.254,0.691,0.71,0.0,5,0.108,-5.144,1,0.334,192.046,4,0.726
13692,Happy Now,91,207029,0.579,0.503,0.741,1.49e-06,4,0.0712,-5.127999999999999,1,0.047,88.335,3,0.458
16032,First Began - Recorded at Spotify Studios NYC,52,211202,0.8859999999999999,0.433,0.218,0.0,3,0.107,-10.282,0,0.127,66.998,4,0.327
3691,DNA.,83,185946,0.00454,0.638,0.523,0.0,1,0.0842,-6.664,1,0.35700000000000004,139.91299999999998,4,0.422
1579,Shape of You - Acoustic,75,223573,0.49,0.843,0.4,0.0,8,0.125,-5.5760000000000005,0,0.103,100.728,4,0.927
13437,4EVER,71,159595,0.049,0.75,0.585,0.005520000000000001,9,0.155,-7.576,0,0.0285,102.331,4,0.584
3401,Bella Ciao,71,203769,0.00214,0.616,0.892,0.000186,4,0.227,-4.688,0,0.0462,129.991,4,0.235
10229,My One And Only Love,49,216706,0.8190000000000001,0.35100000000000003,0.209,0.914,10,0.102,-23.533,0,0.0361,159.504,4,0.448
12862,Is There Anybody out There?,1,272665,0.00532,0.408,0.953,0.0,7,0.338,-3.883,1,0.226,177.94,4,0.29100000000000004
313,Honky Tonk Women,57,179386,0.381,0.562,0.768,0.03,7,0.168,-6.613,1,0.0606,119.544,4,0.966
8189,Chateau - ARTY Remix,58,227244,0.036000000000000004,0.552,0.821,0.0851,5,0.0618,-4.2410000000000005,1,0.026,126.954,4,0.401
18324,Oops!...I Did It Again,77,211160,0.3,0.7509999999999999,0.8340000000000001,1.77e-05,1,0.355,-5.444,0,0.0437,95.053,4,0.894
7022,Nebghi Djini Bsurvet,52,179361,0.381,0.682,0.8590000000000001,0.0,2,0.384,-2.713,0,0.105,102.127,4,0.848
11182,Wandering Worlds,50,127934,0.82,0.861,0.29600000000000004,0.597,9,0.0955,-18.689,1,0.156,144.059,4,0.508
6854,"Hold On, I'm Comin'",69,155706,0.196,0.8029999999999999,0.338,0.038,6,0.097,-14.029000000000002,1,0.0349,106.841,4,0.912
6197,Riverside 2099,71,234533,0.0664,0.8,0.863,0.916,9,0.388,-5.242000000000001,1,0.0575,125.99,4,0.7170000000000001
3020,Sure Shot,57,199666,0.388,0.6920000000000001,0.799,0.0,1,0.301,-7.923999999999999,1,0.16399999999999998,97.978,4,0.5489999999999999
3628,"What Is Love? Tell Me, Is It Easy?",60,230546,0.187,0.8009999999999999,0.41,0.0258,7,0.0993,-12.359000000000002,1,0.0322,125.133,4,0.7190000000000001
8201,Never Let You Go (feat. John Newman),69,232906,0.0741,0.735,0.747,0.0,10,0.103,-4.959,1,0.0837,123.025,4,0.555
7118,Almost Like Praying (feat. Artists for Puerto Rico),53,200457,0.0198,0.471,0.7909999999999999,0.0,5,0.232,-3.373,0,0.238,188.36,4,0.507
1919,"Whenever, Wherever",21,197026,0.265,0.7929999999999999,0.8320000000000001,6.84e-06,1,0.207,-4.8610000000000015,0,0.0405,107.647,4,0.865
4584,Angels,60,227080,0.36,0.7809999999999999,0.754,0.0,0,0.0867,-3.61,0,0.0894,120.521,4,0.519
3898,En la Orilla del Mar,43,173866,0.911,0.491,0.253,0.000586,3,0.151,-10.842,1,0.0319,104.212,4,0.669
14209,Advice,73,192571,0.201,0.911,0.529,0.0,9,0.101,-7.996,0,0.328,105.067,4,0.76
11083,Got Friends,69,226963,0.104,0.691,0.75,0.0,10,0.123,-3.934,0,0.34700000000000003,143.744,4,0.345
8171,Feels Great (feat. Fetty Wap & CVBZ),56,193568,0.0477,0.53,0.81,0.0,0,0.127,-3.726,1,0.0547,90.03,4,0.255
3479,AFTERPRTY,36,205518,0.0264,0.639,0.8240000000000001,0.0,8,0.198,-6.6770000000000005,0,0.197,160.031,4,0.675
1854,Sobriety,35,213655,0.445,0.76,0.519,0.0,7,0.116,-10.719,1,0.2,110.017,4,0.392
7116,Footwurk Homicide,10,168520,0.0594,0.726,0.731,0.0,6,0.19,-6.7120000000000015,1,0.57,122.079,3,0.797
6317,Long Walk Home,33,201959,0.0001,0.429,0.685,0.0,0,0.14400000000000002,-5.504,1,0.03,148.155,4,0.607
894,Just A Friend,63,238266,0.12,0.862,0.6629999999999999,0.0,0,0.318,-9.004,1,0.21,85.30799999999998,4,0.8370000000000001
14955,Pretty Handsome Awkward - Amended Version,41,212840,0.00639,0.563,0.976,2.23e-06,0,0.84,-5.214,1,0.0581,104.986,4,0.218
13398,As Time Goes By,58,198000,0.992,0.389,0.0471,0.953,3,0.124,-21.994,1,0.0446,109.486,4,0.123
12263,Satisfied (feat. MAX),73,155939,0.00759,0.75,0.6509999999999999,0.0,1,0.521,-4.655,1,0.121,120.055,4,0.928
8046,¥£$,42,162206,0.184,0.79,0.422,0.0147,1,0.327,-12.092,1,0.245,145.097,5,0.224
14386,Did You Get That on Tape?,34,162000,0.36,0.58,0.573,0.583,7,0.271,-11.446,0,0.42,83.792,4,0.381
14511,Partilhar,65,337308,0.826,0.477,0.279,0.0695,4,0.153,-10.959,1,0.0989,115.052,4,0.332
1495,Paper Thin - Live From Studio,30,196072,0.8959999999999999,0.455,0.113,0.0,1,0.0978,-12.887,1,0.0466,176.13099999999997,4,0.373
18751,Find a Way,26,167404,0.935,0.695,0.104,0.0158,8,0.0984,-15.329,1,0.0411,119.91,4,0.279
5134,Green Green Grass of Home,45,178266,0.6509999999999999,0.679,0.202,0.000722,3,0.117,-17.938,1,0.0295,95.89,4,0.591
2303,Beat It - Single Version,68,257906,0.0518,0.782,0.867,1.4e-05,3,0.218,-3.763,0,0.0487,138.859,4,0.8959999999999999
7655,REEL IT IN,87,121346,0.073,0.754,0.342,0.0,10,0.193,-8.677,0,0.0991,128.981,4,0.423
6155,Anywhere,60,176500,0.00306,0.615,0.8270000000000001,1.57e-05,2,0.222,-4.796,0,0.0327,126.012,4,0.0695
4912,Forever Girl,66,239936,0.37,0.581,0.439,0.0,11,0.092,-5.817,1,0.0273,140.161,4,0.324
16384,Wrap Me Up,50,191413,0.179,0.584,0.76,4.34e-05,11,0.104,-4.425,0,0.0567,131.952,4,0.6940000000000001
4852,Nocturne No 20 - Chill With Me Mix,45,270344,0.485,0.5670000000000001,0.256,0.8370000000000001,2,0.201,-15.748,1,0.034,101.021,4,0.0416
13032,Back To The Crib,44,264920,0.0179,0.471,0.878,0.0,8,0.102,-0.79,1,0.36,190.213,4,0.5760000000000001
4311,ICONIC (ft. Jaden Smith),80,298133,0.00606,0.39,0.779,0.0,1,0.29100000000000004,-5.612,1,0.243,175.89,4,0.213
18570,Phases,35,224649,0.00412,0.57,0.789,0.863,11,0.16899999999999998,-7.621,0,0.0362,122.044,4,0.158
